company;sector;horizon (days);amount;date_BUY_fix;date_SELL_fix;price_BUY;price_SELL;Volatility_Buy;Volatility_sell;Sharpe Ratio;expected_return (yearly);inflation;nominal_return;investment;ESG_ranking;PE_ratio;EPS_ratio;PS_ratio;PB_ratio;NetProfitMargin_ratio;current_ratio;roa_ratio;roe_ratio
NVDA;TECH;660;50;27/4/2017;15/2/2019;10.448.847.198.486.300;15.646.974.182.128.900;0.4488688476364796;0.5248577563063507;0.4488688476364796;0.8916638988544986;1.96;0.4974832998223579;BAD;12.9;34.31;3.01;8.83;10.02;26.05;8.26;21.64;36.22
BBY;RETAIL;70;1500;13/5/2014;22/7/2014;21.215.618.133.544.900;25.297.710.418.701.100;0.5099755814251046;0.49906137370842474;0.5099755814251046;0.05030381208064887;-0.15;0.19240977375539575;GOOD;12.0;6.87;3.07;0.18;1.66;2.69;1.47;7.63;27.26
BAC;BANK;660;50000;13/10/2017;5/8/2019;24.049.280.166.625.900;27.020.021.438.598.600;0.23618409419312225;0.24695453316187965;0.23618409419312225;0.34193817814859623;1.96;0.12352724286921724;BAD;26.3;13.48;1.75;2.6;0.91;19.02;0.91;0.84;6.97
F;AUTO;50;300;22/7/2015;10/9/2015;10.760.245.323.181.100;10.350.049.018.859.800;0.2138066178225514;0.230425650077417;0.2138066178225514;-0.001640673353741361;-0.5;-0.03812146396305571;BAD;29.7;12.17;0.92;0.32;1.69;1.58;6.24;1.06;8.8
AAPL;TECH;6;15000;7/7/2017;13/7/2017;34.427.188.873.291.000;3.528.440.856.933.590;0.18058596171568025;0.1807819010344759;0.18058596171568025;0.004039925376467749;1.96;0.024899497289770357;BAD;16.5;15.63;2.2;3.28;5.37;20.87;1.39;14.0;35.4
COST;RETAIL;20;4000;17/2/2016;8/3/2016;13.456.976.318.359.300;1.346.054.229.736.320;0.18045452513613536;0.1855938295566993;0.18045452513613536;0.009173738910497118;-0.2;0.0002649911034651357;GOOD;22.3;25.59;5.23;0.5;5.23;1.97;1.01;6.87;21.0
PEP;FMCG;90;25000;26/5/2016;24/8/2016;8.857.923.126.220.700;9.468.212.127.685.540;0.15456330783667857;0.1419532773543311;0.15456330783667857;0.01957895208794488;-0.2;0.06889752741907436;GOOD;17.6;25.45;3.5;2.1;11.47;8.23;1.42;7.33;38.74
KO;FMCG;80;15000;29/6/2016;16/9/2016;3.830.827.713.012.690;36.622.406.005.859.300;0.15260168973754112;0.14969656196100536;0.15260168973754112;0.0141183881209152;-0.2;-0.04400801212074742;BAD;25.1;22.46;1.74;3.97;6.28;17.61;1.21;8.27;29.3
WMT;RETAIL;40;200;18/6/2015;28/7/2015;6.412.461.853.027.340;6.335.139.465.332.030;0.16010396239228716;0.1630121703210903;0.16010396239228716;0.010633777926893781;-0.5;-0.012058143887251096;BAD;27.3;13.71;4.97;0.46;2.75;3.32;0.89;7.9;19.36
JPM;BANK;270;1000;18/9/2015;14/6/2016;521.871.337.890.625;5.430.530.548.095.700;0.21736386101022312;0.2623797599915837;0.21736386101022312;0.11248401061742352;-0.5;0.04058800585707703;GOOD;27.9;8.91;5.86;1.94;0.78;21.81;1.02;0.88;9.21
COST;RETAIL;540;50;16/4/2018;8/10/2019;18.474.761.962.890.600;28.143.280.029.296.800;0.21526677368238245;0.21815069931194478;0.21526677368238245;0.24769095058342216;1.68;0.5233365434329785;BAD;22.3;27.02;6.71;0.59;6.6;2.18;1.0;7.89;26.5
PEP;FMCG;70;500;4/12/2017;12/2/2018;107.282.958.984.375;10.223.210.144.042.900;0.09874535378715349;0.11106811895215873;0.09874535378715349;0.015228073846179352;1.96;-0.04707977475417074;BAD;17.6;32.49;3.37;2.48;14.16;7.65;1.51;6.27;39.97
PEP;FMCG;40;300;21/2/2014;2/4/2014;6.377.887.725.830.070;6.793.348.693.847.650;0.14186207594862923;0.1403114202412975;0.14186207594862923;0.008701756483531059;-0.15;0.06514084064775633;GOOD;17.6;15.65;4.32;1.59;4.24;10.15;1.25;8.8;29.3
HMC;AUTO;420;20000;2/5/2017;26/6/2018;28.889.999.389.648.400;301.200.008.392.334;0.1980634265581681;0.16693508471431548;0.1980634265581681;-0.010552425007557596;1.96;0.04257533664142901;BAD;28.5;8.49;3.18;0.37;0.69;4.4;1.21;3.4;8.52
UBS;BANK;240;25000;6/7/2017;2/3/2018;15.427.746.772.766.100;16.506.174.087.524.400;0.2575140818125423;0.18191093025326358;0.2575140818125423;-0.02597044934105234;1.96;0.06990180294260459;BAD;24.8;14.62;1.06;1.63;1.08;10.8;1.19;0.42;7.22
PEP;FMCG;270;25000;20/3/2015;15/12/2015;8.049.386.596.679.680;8.578.437.805.175.780;0.1344548674852189;0.1541651387743502;0.1344548674852189;0.058736856263834646;-0.5;0.0657256552585415;GOOD;17.6;18.81;4.29;1.86;7.47;9.82;1.04;8.65;32.41
BAC;BANK;60;1000;13/4/2015;12/6/2015;14.190.923.690.795.800;15.755.926.132.202.100;0.22637251667021116;0.2095908437944294;0.22637251667021116;0.03108528892259966;-0.5;0.1102819291757094;GOOD;26.3;19.75;0.7;1.59;0.58;8.12;0.94;0.36;3.18
COST;RETAIL;3;25000;29/10/2014;31/10/2014;11.209.192.657.470.700;11.331.541.442.871.000;0.14318498522205672;0.14312608068263216;0.14318498522205672;0.0013760608365745676;-0.15;0.010915039926523843;GOOD;22.3;22.08;4.66;0.4;3.6;1.83;1.22;6.35;17.27
NVDA;TECH;7;400;17/7/2015;24/7/2015;1.948.118.019.104.000;18.850.248.336.791.900;0.28336991371724224;0.28057349379895347;0.28336991371724224;0.009457041351487108;-0.5;-0.03238673674083826;BAD;12.9;20.41;0.95;2.28;2.5;11.0;5.99;7.42;12.12
M;RETAIL;3;20000;19/3/2018;22/3/2018;25.162.860.870.361.300;2.427.829.933.166.500;0.4336383846029972;0.431131500849983;0.4336383846029972;7,14E+10;1.68;-0.03515345664602831;BAD;14.5;4.33;5.04;0.26;1.16;6.11;1.48;7.97;33.31
HOG;AUTO;3;4000;7/3/2017;10/3/2017;5.157.158.279.418.940;5.359.766.387.939.450;0.3382373412720128;0.3388373575342486;0.3382373412720128;0.00036631914308622824;1.96;0.03928677336297221;BAD;16.3;15.39;3.51;1.69;4.74;10.91;1.66;6.16;31.64
BBY;RETAIL;90;1500;22/6/2018;20/9/2018;7.125.968.170.166.010;7.477.252.197.265.620;0.3230542764024471;0.27816286227858605;0.3230542764024471;0.06467632981797712;1.68;0.04929632278885487;BAD;12.0;20.88;3.4;0.5;5.83;2.39;1.27;7.65;26.27
M;RETAIL;60;200;27/6/2016;26/8/2016;2.480.982.208.251.950;3.016.924.285.888.670;0.36395959115424514;0.39653109060343433;0.36395959115424514;0.001427036579601929;-0.2;0.21602012132700138;GOOD;14.5;9.78;3.1;0.38;2.25;3.74;1.38;4.82;23.1
BAC;BANK;100;15000;14/3/2014;23/6/2014;14.942.481.994.628.900;13.919.692.993.164.000;0.21529088957480105;0.21660374857183728;0.21529088957480105;0.051808814870999434;-0.15;-0.06844840113125025;BAD;26.3;20.13;0.76;1.71;0.69;8.42;0.95;0.4;3.65
AXP;BANK;4;100;2/12/2014;5/12/2014;8.421.668.243.408.200;8.389.973.449.707.030;0.17407754781582752;0.175257240481859;0.17407754781582752;0.001613500049543137;-0.15;-0.0037634816268118827;BAD;19.8;15.19;5.55;2.48;4.17;16.27;2.23;3.79;28.81
DB;BANK;80;100;20/3/2015;8/6/2015;3.201.186.752.319.330;3.091.703.987.121.580;0.25953339943126424;0.2743077041360093;0.25953339943126424;-0.030889071739464292;-0.5;-0.03420068045653102;BAD;30.0;34.49;0.96;0.77;0.52;2.41;0.61;0.06;1.44
DB;BANK;70;25000;11/5/2015;20/7/2015;3.030.582.046.508.780;3.214.794.921.875;0.26332069557921206;0.29470892262621073;0.26332069557921206;-0.027027937772031257;-0.5;0.060784652102860236;GOOD;30.0;34.49;0.96;0.77;0.52;2.41;0.61;0.06;1.44
M;RETAIL;30;1000;22/5/2015;22/6/2015;51.169.525.146.484.300;52.790.122.985.839.800;0.2231621059826111;0.2249476621022209;0.2231621059826111;0.0007135182898009645;-0.5;0.031671152599445467;GOOD;14.5;11.36;4.23;0.61;3.1;5.33;1.65;7.01;27.5
HMC;AUTO;270;100;11/8/2014;8/5/2015;3.402.000.045.776.360;35.369.998.931.884.700;0.17531639197503116;0.20887870605020822;0.17531639197503116;-0.00678370179057274;-0.15;0.03968249429617547;GOOD;28.5;9.01;3.28;0.45;0.88;4.99;1.21;3.9;9.97
COST;RETAIL;240;50000;30/8/2017;27/4/2018;14.581.192.016.601.500;1.866.465.606.689.450;0.1842110026047045;0.21451178777598526;0.1842110026047045;0.1100848669259654;1.96;0.2800500840839144;BAD;22.3;24.35;6.08;0.51;5.84;2.08;0.99;7.43;23.19
AMZN;TECH;4;500;21/7/2014;25/7/2014;359.760.009.765.625;324.010.009.765.625;0.3140248042420037;0.32975274071799193;0.3140248042420037;0.0036031531356316344;-0.15;-0.09937180072707433;BAD;27.4;854.68;0.38;1.84;14.15;0.22;1.0;0.49;1.82
HOG;AUTO;4;200;18/7/2014;22/7/2014;56.177.276.611.328.100;52.971.893.310.546.800;0.1915369295059061;0.19945265345828078;0.1915369295059061;0.0004884255241149711;-0.15;-0.0570583604997129;BAD;16.3;14.95;3.9;2.06;3.77;13.7;1.78;8.87;27.64
AAPL;TECH;540;100;5/10/2016;29/3/2018;266.302.547.454.834;40.528.865.814.208.900;0.2531081201525603;0.20597593043919357;0.2531081201525603;0.3635932838820974;-0.2;0.5219105563037413;GOOD;16.5;12.88;2.07;2.73;4.43;21.19;1.35;14.91;35.59
AXP;BANK;240;300;1/9/2017;30/4/2018;816.067.886.352.539;9.459.951.782.226.560;0.1716856773045355;0.18952311106134398;0.1716856773045355;0.09681000297258822;1.96;0.15921137694908505;BAD;19.8;16.26;4.89;1.87;3.32;11.37;1.96;2.76;21.11
F;AUTO;7;5000;20/10/2015;27/10/2015;11.593.865.394.592.200;1.122.449.016.571.040;0.22405222136984682;0.22496297571345197;0.22405222136984682;-0.00022969426952379053;-0.5;-0.03185954091325946;BAD;29.7;8.59;1.19;0.28;1.48;2.48;6.25;1.68;13.95
GM;AUTO;270;50;27/4/2017;22/1/2018;30.520.938.873.291.000;3.942.932.891.845.700;0.2508011452400472;0.20652169573722065;0.2508011452400472;0.03024178976083594;1.96;0.2918779819372392;BAD;30.6;4.83;6.46;0.33;1.01;6.76;0.88;4.58;22.49
AAPL;TECH;3;300;24/6/2016;27/6/2016;21.882.919.311.523.400;21.564.281.463.623.000;0.28402303354315495;0.28430282679737306;0.28402303354315495;0.0020199626882338746;-0.2;-0.014561030151612244;BAD;16.5;10.47;2.14;2.28;3.82;21.7;1.31;16.01;37.89
DB;BANK;240;50000;25/1/2017;22/9/2017;20.050.395.965.576.100;16.174.938.201.904.200;0.5187934877072929;0.3878338568611353;0.5187934877072929;-0.09266721521839288;1.96;-0.19328584683940975;BAD;30.0;0.0;-1.31;0.55;0.34;-3.43;0.75;-0.08;-2.1
AXP;BANK;3;15000;18/9/2015;21/9/2015;6.946.881.103.515.620;7.019.139.862.060.540;0.2156114154705911;0.21585917335021373;0.2156114154705911;0.0012101250371573528;-0.5;0.010401611524393834;GOOD;19.8;12.27;5.53;1.97;3.13;15.98;2.02;3.59;26.2
WMT;RETAIL;30;3000;21/5/2015;19/6/2015;6.687.483.215.332.030;6.391.373.062.133.780;0.15868142845623795;0.16011678202367005;0.15868142845623795;0.007975333445170336;-0.5;-0.04427826488137816;BAD;27.3;13.71;4.97;0.46;2.75;3.32;0.89;7.9;19.36
SC;BANK;300;3000;14/2/2018;11/12/2018;1.516.337.776.184.080;16.737.878.799.438.400;0.26085474556656985;0.2885603147692417;0.26085474556656985;0.009443548265167983;1.68;0.10383577210349162;BAD;26.9;5.12;3.3;0.86;0.94;16.47;0.89;2.99;20.01
FB;TECH;660;5000;13/11/2017;4/9/2019;17.877.000.427.246.000;18.713.999.938.964.800;0.17520138564822546;0.3347596604622126;0.17520138564822546;0.5453927677476498;1.96;0.04681990779857511;BAD;31.6;33.11;5.16;13.79;6.97;41.69;13.38;21.24;23.49
NVDA;TECH;70;5000;28/7/2017;6/10/2017;16.276.931.762.695.300;17.967.068.481.445.300;0.4811945184985268;0.4939049528817694;0.4811945184985268;0.09457041351487107;1.96;0.10383632145117064;BAD;12.9;45.63;3.53;12.43;16.18;27.41;7.82;23.91;39.45
WMT;RETAIL;6;50;17/8/2017;23/8/2017;7.466.035.461.425.780;749.039.306.640.625;0.1547450661717219;0.15209940393881408;0.1547450661717219;0.001595066689034067;1.96;0.0032624550347122518;BAD;27.3;17.9;4.16;0.47;2.82;2.6;0.78;6.31;16.1
HMC;AUTO;240;1000;16/10/2017;13/6/2018;3.040.999.984.741.210;32.400.001.525.878.900;0.1422128769253896;0.16497016158509428;0.1422128769253896;-0.006029957147175769;1.96;0.06543905585175944;BAD;28.5;8.45;3.17;0.36;0.0;4.35;1.23;3.33;8.25
COST;RETAIL;480;200;7/1/2016;1/5/2017;13.768.312.072.753.900;160.420.166.015.625;0.18512134822907436;0.15786435683304714;0.18512134822907436;0.2201697338519308;-0.2;0.16514039751524986;GOOD;22.3;26.89;5.34;0.55;5.7;2.03;1.03;6.97;21.88
SC;BANK;10;3000;3/7/2017;13/7/2017;11.647.594.451.904.200;11.959.741.592.407.200;0.35534225904907346;0.3410751521774472;0.35534225904907346;0.00031478494217226607;1.96;0.026799279610211352;BAD;26.9;6.09;1.9;0.59;0.73;9.66;0.91;1.75;12.73
PG;FMCG;100;2000;2/6/2014;10/9/2014;659.443.130.493.164;691.842.269.897.461;0.13459658246244427;0.12453644009255271;0.13459658246244427;0.021164936078741627;-0.15;0.04913105908020787;GOOD;25.1;16.07;4.01;2.52;2.5;15.31;0.94;7.97;16.33
PG;FMCG;80;200;6/4/2017;26/6/2017;8.011.319.732.666.010;8.069.053.649.902.340;0.13358454955988638;0.12756345819208206;0.13358454955988638;0.0169319488629933;1.96;0.0072065426375281325;BAD;25.1;14.74;5.46;3.43;3.77;22.76;0.89;12.06;26.31
NVDA;TECH;60;15000;18/5/2015;17/7/2015;2.055.084.991.455.070;1.948.118.019.104.000;0.27322374076129674;0.28336991371724224;0.27322374076129674;0.08106035444131805;-0.5;-0.05204990197283157;BAD;12.9;19.17;1.12;2.56;2.54;13.28;6.61;8.87;14.37
BBY;RETAIL;50;50000;2/3/2015;21/4/2015;3.200.107.955.932.610;30.742.034.912.109.300;0.35078265485681936;0.34423448667097245;0.35078265485681936;0.035931294343320624;-0.5;-0.039343817913476284;BAD;12.0;8.34;3.49;0.25;2.05;3.06;1.48;8.32;26.62
PG;FMCG;2;500;15/5/2014;16/5/2014;6.608.380.889.892.570;659.197.006.225.586;0.14629071159544263;0.14618971793014868;0.14629071159544263;0.00042329872157483256;-0.15;-0.002483335617324793;BAD;25.1;17.44;3.76;2.34;2.53;13.14;0.88;7.6;15.49
GM;AUTO;1;4000;12/10/2016;13/10/2016;274.128.360.748.291;2.726.573.371.887.200;0.23988882087585883;0.23986404677492695;0.23988882087585883;0.00011200662874383682;-0.2;-0.00536618522634741;BAD;30.6;3.15;8.73;0.32;0.92;10.15;0.93;6.71;32.48
DB;BANK;210;200;29/7/2016;24/2/2017;1.292.457.103.729.240;183.963.565.826.416;0.4644779296968554;0.488582806732221;0.4644779296968554;-0.08108381331609377;-0.2;0.4233630291915193;GOOD;30.0;0.0;-6.56;0.42;0.24;-20.01;0.67;-0.46;-11.69
MSFT;TECH;210;25000;5/1/2015;3/8/2015;4.115.715.789.794.920;4.215.166.473.388.670;0.1897325763531105;0.24005104404556624;0.1897325763531105;0.125561255068679;-0.5;0.02416364216410226;GOOD;14.7;16.7;2.48;3.7;3.7;22.12;2.45;12.29;23.02
PG;FMCG;4;3000;7/9/2017;11/9/2017;8.460.894.012.451.170;8.553.719.329.833.980;0.12475070956925448;0.12402159620975688;0.12475070956925448;0.0008465974431496651;1.96;0.010971100364359776;BAD;25.1;14.54;5.69;3.45;3.79;23.34;0.91;12.73;27.74
AXP;BANK;10;20000;23/9/2015;2/10/2015;6.917.610.168.457.030;6.806.021.881.103.510;0.21600567273296994;0.2156298359692784;0.21600567273296994;0.004033750123857842;-0.5;-0.0161310459300434;BAD;19.8;12.27;5.53;1.97;3.13;15.98;2.02;3.59;26.2
GM;AUTO;180;200;22/12/2014;19/6/2015;26.591.156.005.859.300;2.943.474.006.652.830;0.24139808768785853;0.22420663276222683;0.24139808768785853;0.02016119317389063;-0.15;0.10693721100513118;GOOD;30.6;17.04;1.64;0.3;1.24;1.8;1.27;1.59;6.8
NVDA;TECH;270;300;29/12/2017;25/9/2018;191.894.287.109.375;2.666.585.693.359.370;0.40095896772523504;0.34248387014733944;0.40095896772523504;0.36477159498593126;1.96;0.38961181884455326;BAD;12.9;50.91;4.03;14.56;19.57;28.78;8.26;26.85;42.66
DB;BANK;240;200;10/6/2016;6/2/2017;1.513.636.589.050.290;1.898.296.356.201.170;0.4104939011917466;0.5177689174038883;0.4104939011917466;-0.09266721521839288;-0.2;0.25412953804996713;GOOD;30.0;0.0;-6.56;0.42;0.24;-20.01;0.67;-0.46;-11.69
WMT;RETAIL;60;1500;30/1/2015;31/3/2015;7.375.723.266.601.560;718.165.512.084.961;0.14500667367289916;0.15154094521397934;0.14500667367289916;0.01595066689034067;-0.5;-0.026311744453689615;BAD;27.3;14.61;5.05;0.49;2.77;3.37;0.97;8.01;19.77
AAPL;TECH;3;500;3/8/2015;6/8/2015;27.192.806.243.896.400;2.655.250.358.581.540;0.2235698314399861;0.22598028338464266;0.2235698314399861;0.0020199626882338746;-0.5;-0.023546766462353357;BAD;16.5;13.3;2.17;3.02;5.23;22.62;1.09;19.74;41.46
KO;FMCG;15;15000;22/2/2017;9/3/2017;36.458.740.234.375;36.835.601.806.640.600;0.1417373756842311;0.1389742911527012;0.1417373756842311;0.0026471977726716003;1.96;0.01033665918907155;BAD;25.1;24.23;1.5;3.8;6.71;15.59;1.28;7.12;25.74
SC;BANK;420;1500;11/3/2016;5/5/2017;10.086.852.073.669.400;1.105.897.045.135.490;0.42740023326570364;0.3969915101834808;0.42740023326570364;0.013220967571235174;-0.2;0.0963748026228272;GOOD;26.9;4.4;2.16;0.5;0.74;11.58;0.92;2.16;17.79
AMZN;TECH;2;50;19/12/2014;22/12/2014;2.998.999.938.964.840;3.065.400.085.449.210;0.32820693509144777;0.32848182004493065;0.32820693509144777;0.0018015765678158172;-0.15;0.022140762866202042;GOOD;27.4;0.0;-0.54;1.62;13.44;-0.27;1.12;-0.57;-2.29
PEP;FMCG;50;50;10/2/2014;1/4/2014;6.571.949.005.126.950;6.805.665.588.378.900;0.14124754878625465;0.140654671948591;0.14124754878625465;0.010877195604413822;-0.15;0.03556275057363113;GOOD;17.6;15.65;4.32;1.59;4.24;10.15;1.25;8.8;29.3
WMT;RETAIL;300;50;26/12/2013;22/10/2014;6.637.492.370.605.460;6.562.259.674.072.260;0.12425858005866124;0.1158278216506075;0.12425858005866124;0.07975333445170335;1.41;-0.011334505914669765;BAD;27.3;12.45;5.19;0.45;2.67;3.63;0.87;8.43;21.99
AXP;BANK;80;400;21/11/2014;9/2/2015;8.185.315.704.345.700;7.718.053.436.279.290;0.1738559853238238;0.17907212592507155;0.1738559853238238;0.03227000099086274;-0.15;-0.0570854301708033;BAD;19.8;14.72;5.37;2.38;4.05;16.17;2.2;3.74;28.6
UBS;BANK;6;1500;16/11/2017;22/11/2017;15.196.017.265.319.800;15.329.708.099.365.200;0.20517374946548866;0.20494687482088816;0.20517374946548866;-0.0006492612335263085;1.96;0.008797754813724636;BAD;24.8;14.36;1.09;1.62;1.03;10.99;1.21;0.44;7.43
AXP;BANK;660;2000;7/4/2014;27/1/2016;7.797.322.845.458.980;5.027.535.629.272.460;0.19196164837311608;0.2464613740867737;0.19196164837311608;0.2662275081746176;-0.15;-0.3552228464927031;BAD;19.8;15.99;5.06;2.5;4.29;15.63;2.15;3.61;28.18
AXP;BANK;480;500;2/10/2017;25/1/2019;8.577.523.803.710.930;9.762.876.892.089.840;0.16820566748449794;0.24521166509681294;0.16820566748449794;0.19362000594517645;1.96;0.13819292321474888;BAD;19.8;16.51;5.19;1.92;3.54;11.44;1.9;2.82;22.12
AXP;BANK;270;50000;19/6/2015;15/3/2016;7.307.357.025.146.480;546.186.637.878.418;0.19103970624299654;0.23987561532431426;0.19103970624299654;0.10891125334416175;-0.5;-0.2525524125906945;BAD;19.8;12.5;5.69;2.08;3.26;16.58;2.08;3.74;27.64
MSFT;TECH;270;500;7/1/2014;3/10/2014;31.482.662.200.927.700;4.068.732.452.392.570;0.24960540347752608;0.18951853124387152;0.24960540347752608;0.16143589937401587;-0.15;0.2923724259483622;GOOD;14.7;11.98;2.71;3.28;3.17;27.35;3.17;15.95;28.32
HOG;AUTO;720;5000;26/7/2016;16/7/2018;44.004.886.627.197.200;39.821.964.263.916.000;0.3860606638885901;0.26756885961645677;0.3860606638885901;0.08791659434069478;-0.2;-0.09505586047109574;BAD;16.3;10.39;3.82;1.24;3.51;11.65;1.74;6.86;34.26
MSFT;TECH;4;10000;11/3/2016;15/3/2016;4.877.577.590.942.380;49.253.692.626.953.100;0.2806513494517663;0.280610241069604;0.2806513494517663;0.002391642953689124;-0.2;0.009798239159060921;GOOD;14.7;40.42;1.26;4.74;5.36;12.06;2.9;5.91;13.56
KO;FMCG;360;100;24/11/2017;19/11/2018;4.122.395.324.707.030;4.696.731.948.852.530;0.09766887139612067;0.13926157510421971;0.09766887139612067;0.0635327465441184;1.96;0.13932109341947319;BAD;25.1;38.52;1.05;4.7;7.78;12.2;1.39;5.05;20.1
GM;AUTO;15;20000;29/5/2018;13/6/2018;3.439.269.256.591.790;412.545.280.456.543;0.2289672254564684;0.2594959813855945;0.2289672254564684;0.0016800994311575524;1.68;0.19951434353634126;BAD;30.6;0.0;-3.87;0.34;1.32;-3.77;0.86;-2.42;-13.53
COST;RETAIL;420;300;15/12/2017;8/2/2019;18.250.271.606.445.300;1.993.267.364.501.950;0.19454553812068676;0.22111169310217166;0.19454553812068676;0.19264851712043948;1.96;0.0921850411245418;BAD;22.3;27.78;6.29;0.58;6.76;2.09;0.98;7.55;24.48
TSLA;AUTO;180;25000;23/3/2018;19/9/2018;6.030.799.865.722.650;5.980.400.085.449.210;0.3680847569891208;0.47515948533377717;0.3680847569891208;0.2543360195007057;1.68;-0.008357063970883108;BAD;31.1;0.0;-2.79;3.56;8.5;-18.77;0.74;-8.51;-41.54
F;AUTO;210;20000;4/8/2014;2/3/2015;12.344.717.025.756.800;12.249.096.870.422.300;0.19931310415339373;0.21692983066161206;0.19931310415339373;-0.0068908280857137155;-0.15;-0.007745836144722023;BAD;29.7;7.71;1.61;0.35;1.8;7.78;6.25;5.56;45.51
WMT;RETAIL;6;100;21/1/2015;27/1/2015;7.519.800.567.626.950;7.597.046.661.376.950;0.14011151691850482;0.141361139773185;0.14011151691850482;0.001595066689034067;-0.5;0.010272359360505858;GOOD;27.3;14.61;5.05;0.49;2.77;3.37;0.97;8.01;19.77
COST;RETAIL;2;50000;21/8/2014;22/8/2014;10.333.223.724.365.200;1.030.518.798.828.120;0.140062221989287;0.14007820954353736;0.140062221989287;0.0009173738910497119;-0.15;-0.0027131645294660063;BAD;22.3;22.08;4.66;0.4;3.6;1.83;1.22;6.35;17.27
TGT;RETAIL;180;5000;9/11/2017;8/5/2018;5.449.598.693.847.650;643.390.884.399.414;0.2661315765640723;0.2987328728299327;0.2661315765640723;0.056279087251578284;1.96;0.18062066684978562;BAD;14.8;11.23;4.78;0.42;2.63;3.71;0.96;6.74;23.97
PG;FMCG;120;1500;19/11/2013;19/3/2014;6.814.624.786.376.950;6.413.536.071.777.340;0.1610824129708914;0.16404998036568139;0.1610824129708914;0.025397923294489953;1.41;-0.05885705041331428;BAD;25.1;15.33;3.95;2.11;2.39;13.53;0.79;8.11;16.64
GM;AUTO;50;25000;21/7/2014;9/9/2014;294.296.817.779.541;26.229.143.142.700.100;0.2321327346425609;0.2281084980851083;0.2321327346425609;0.005600331437191841;-0.15;-0.10875206396731898;BAD;30.6;23.98;1.19;0.31;1.07;1.29;1.27;1.18;4.87
M;RETAIL;5;1000;25/5/2018;30/5/2018;29.310.871.124.267.500;30.556.133.270.263.600;0.4144007130051878;0.4152595961152532;0.4144007130051878;0.00011891971496682742;1.68;0.04248465153821696;BAD;14.5;5.03;5.26;0.31;1.4;6.3;1.52;8.31;32.14
PG;FMCG;1;200;9/8/2017;10/8/2017;8.365.335.845.947.260;8.348.954.772.949.210;0.12633356946981614;0.1263054361019832;0.12633356946981614;0.00021164936078741628;1.96;-0.0019582086481301254;BAD;25.1;14.07;5.59;3.33;3.6;23.18;0.88;12.45;27.04
GM;AUTO;180;50;25/10/2013;23/4/2014;27.507.287.979.125.900;2.681.580.352.783.200;0.26836174335569546;0.24870566308814138;0.26836174335569546;0.02016119317389063;1.41;-0.02513822706981078;BAD;30.6;11.99;2.32;0.29;1.04;2.37;1.3;2.3;9.64
FB;TECH;80;2000;25/11/2015;12/2/2016;10.541.000.366.210.900;10.201.000.213.623.000;0.25842290000331963;0.3148103521292214;0.25842290000331963;0.0661082142724424;-0.5;-0.03225501762411065;BAD;31.6;90.64;0.99;15.78;6.1;17.64;10.68;6.52;7.28
BBY;RETAIL;80;20000;12/6/2015;31/8/2015;29.039.154.052.734.300;3.119.586.944.580.070;0.33826321074885135;0.34857657210676957;0.33826321074885135;0.057490070949313;-0.5;0.07426922248319856;GOOD;12.0;11.48;2.54;0.26;2.12;2.24;1.51;6.1;19.0
MSFT;TECH;15;4000;8/8/2016;23/8/2016;537.352.294.921.875;53.911.827.087.402.300;0.27707553225808623;0.2664022870354426;0.27707553225808623;0.008968661076334214;-0.2;0.003286439769286164;GOOD;14.7;23.18;2.05;4.19;5.15;22.53;2.35;11.28;27.29
AAPL;TECH;540;50000;1/7/2014;23/12/2015;21.101.110.458.374.000;25.156.017.303.466.700;0.23450359575547683;0.2671355153500518;0.23450359575547683;0.3635932838820974;-0.15;0.19216556650380334;GOOD;16.5;13.55;1.55;2.95;4.15;21.64;1.47;17.92;31.2
